lvl#, ch#, challengeWord, 2XLetter, allPossibleWords, has2X, splitDistanceBetweenLetters, maxSequenceLetters, firstIndex
16, 7, oresthorks, , rests ess rets res ers storks orts ores rho tors resh ors ore hos ethos ort tho stork ret ortho tor rest ohs sos rhos oes eths oho eth , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 5 0 5 1 6 0 3 2 1 1 0 2 3 2 0 1 1 2 1 0 7 4 5 1 4 4 1 , 4 2 2 3 1 4 2 4 2 2 3 2 3 2 3 2 3 3 2 3 2 4 1 1 2 2 2 2 2 , 1 2 1 1 2 3 0 0 1 4 1 0 0 5 2 0 4 3 1 0 4 1 0 3 1 0 2 0 2 
16, 8, warediscto, w, wrest eds dit ars arc res ads wart disco rec wait writ redo are dis weds wadis west ward ait waist act ares wat wae ado ware wit wad recto reis wet arco edict disc areic wast wars war aristo wed ret waes red rest wared ais wadi was wis wrist wares edit wist adit wads rei reds wards art , True False False False False False False True False False True True False False False True True True True False True False False True True False True True True False False True False False False False True True True False True False True False False True False True True True True True False True False True False False True False , 4 1 2 3 4 2 3 5 1 3 5 5 4 0 0 3 2 5 1 5 4 5 2 6 1 6 0 6 2 3 1 6 5 1 0 2 5 3 0 3 2 4 3 0 3 0 3 2 4 4 4 2 2 5 4 3 1 1 2 5 , 2 2 2 2 2 2 1 3 4 2 2 1 3 3 3 2 3 1 3 1 2 2 3 2 2 1 4 1 2 3 2 1 2 3 4 3 2 3 3 2 2 2 2 3 2 5 2 2 2 2 2 4 3 2 2 2 2 3 3 2 , 0 3 4 1 1 2 1 0 4 2 0 0 2 1 4 0 0 0 0 1 0 1 1 0 0 1 0 0 0 2 2 0 1 3 4 1 0 0 0 1 0 2 0 2 2 0 1 0 0 0 0 0 3 0 1 0 2 2 0 1 
16, 9, bareseethe, , beth bree bet best seethe ars reset res bat see arse base beet are set bathe bah bars the eth bath ree bast ares rete bash resh bate bes ash arete bas baste resee barest bare bares beset bar ret bee she rest ate art , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 2 5 4 0 1 1 0 5 0 1 2 4 0 1 5 6 1 0 3 5 1 4 0 4 5 3 6 2 5 4 2 5 0 2 0 0 3 0 3 3 3 2 6 4 , 2 2 1 2 6 2 4 3 2 3 2 2 1 3 2 3 2 3 3 2 2 2 2 4 2 2 3 2 2 1 3 2 2 5 5 4 5 3 3 2 1 2 3 1 2 , 0 0 0 0 4 1 2 2 0 4 1 0 0 1 4 0 0 0 7 3 0 2 0 1 2 0 2 0 0 1 1 0 0 2 0 0 0 0 0 2 0 4 2 1 1 
17, 0, ekibloonks, , ebook ion ebon ons kos konk kilns kooks ebons eons loon bonk bos books kiln eon bonks ens kilos boos ions ilks boons kilo boon els ink look loos ebooks elk ins konks kinks kins kink looks book boo kis inks loons kook loo elks ilk kin , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 3 4 2 6 4 4 4 5 6 0 2 4 2 3 5 2 7 4 3 4 4 2 1 1 7 4 1 2 4 6 5 4 4 5 4 1 2 1 6 4 1 4 0 6 4 4 , 2 1 1 1 1 2 2 2 1 1 4 2 1 2 2 1 3 1 2 2 1 2 3 2 3 1 2 3 3 2 1 1 3 3 2 2 3 2 2 2 3 4 2 3 2 1 2 , 0 2 0 5 1 1 1 1 0 0 4 3 3 3 1 0 3 0 1 3 2 2 3 1 3 0 2 4 4 0 0 2 1 1 1 1 4 3 3 1 2 4 1 4 0 2 1 
17, 1, lpjosrchia, , josh chi ria psi pia ohia lochia loca orc poi loci posh sha porch ora phi orca poh chia sri oca loch , False False False False False False False False False False False False False False False False False False False False False False , 2 0 2 5 6 3 4 6 1 5 5 3 3 2 4 5 3 4 0 2 4 4 , 3 3 2 1 2 3 4 1 2 1 1 2 1 3 1 2 2 1 4 2 1 2 , 2 6 5 1 1 3 0 0 3 1 0 1 4 1 3 1 3 1 6 4 3 0 
17, 2, strauctsk, c, tau sacs tauts tats tuck rat tacts tracts tact sac stats tat stat tract rusk strut struts tsk tack truck sack act ask suk rut stack taut ruck acts ruts auk tut rack sat taus tas uts ras track task tusk stuck sau suck tuts rats struck , False True False False True False True True True True False False False True False False False False True True True True False False False True False True True False False False True False False False False False True False False True False True False False True , 1 4 2 3 4 2 2 1 2 3 3 3 3 1 3 2 2 5 4 3 5 1 3 6 2 4 2 3 1 2 3 3 3 4 3 4 1 3 3 4 4 4 2 5 3 2 3 , 2 1 2 2 2 2 3 3 2 1 2 1 2 3 2 3 3 2 1 2 1 2 2 1 1 2 2 2 3 2 2 1 2 1 2 1 2 2 3 2 2 2 2 2 2 2 3 , 1 0 1 1 1 2 1 1 1 0 0 1 0 1 2 0 0 1 1 1 0 3 3 0 2 0 1 2 3 2 3 1 2 0 1 1 4 2 1 1 1 0 0 0 1 2 0 
17, 3, drvuollvar, v, ova var oar dol duo olla dollar ulva roar dor vulva dull volva roll vulvar doll droll lar volar , False True False False False False False False False False True False True False True False False False True , 2 5 3 3 2 1 4 2 5 7 2 3 2 2 2 3 2 2 3 , 2 2 2 2 2 3 3 2 2 1 2 2 2 3 3 3 3 2 2 , 4 2 4 0 0 4 0 3 1 0 2 0 2 1 2 0 0 5 2 
17, 4, pvieckxned, k, viced piked vie vice pic vex pick pix ice vined vine pine vend vid eke pec piece picked pecked end pieced ick pice pin vied exed eked peck peed ped pied pen pee vee pined pike pie iced pend vexed peke , False True False False False False True False False False False False False False True False False True True False False True False False False False True True False False False False False False False True False False False False True , 4 5 0 4 2 3 2 4 4 4 4 5 5 6 3 2 4 4 4 4 4 1 5 5 5 3 3 2 6 7 6 5 6 5 5 5 1 4 6 4 5 , 2 2 3 2 1 1 2 1 1 3 2 2 1 2 1 2 3 2 3 1 3 2 1 1 3 2 2 3 2 1 2 1 1 1 3 1 2 2 1 2 1 , 1 0 1 1 0 1 0 0 2 1 1 0 1 1 3 0 0 0 0 3 0 2 0 0 1 3 3 0 0 0 0 0 0 1 0 0 0 2 0 1 0 
17, 5, fgvhounlts, , fou volt uns funs ons fount gos hots hunts fon hons hon hot ghouls huns hunt got guls huts fons gun fouls hos ghoul foul volts hun fonts holts outs hols gul guns fun founts uts hut out guts gut gouts gout font holt , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 2 6 3 4 6 3 2 4 3 1 3 3 3 2 5 5 3 6 3 5 4 2 4 3 1 5 2 2 3 4 5 4 4 2 3 2 5 5 4 4 5 2 , 2 2 2 2 1 3 1 2 2 1 2 2 2 3 2 2 1 1 2 1 2 2 2 3 2 3 2 2 3 2 2 1 2 2 3 2 1 2 2 1 2 2 1 2 , 0 2 5 0 4 0 1 3 3 0 3 3 3 1 3 3 1 1 3 0 1 0 3 1 0 2 3 0 3 4 3 1 1 0 0 5 3 4 1 1 1 1 0 3 
17, 6, rgoargson, , gor agon ags ars roar gars son gos roan ran gas argon gorgon gag arson goon ors goo goa gan gags gogo ago rag gar oar ras goas oars rags roars , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 2 1 1 1 2 0 3 5 6 3 1 2 2 1 4 2 4 0 5 2 3 2 3 1 0 4 2 1 3 2 , 2 2 2 2 3 2 3 2 2 1 1 3 2 1 3 2 1 2 3 1 2 2 1 1 2 3 1 3 3 2 3 , 1 3 3 3 0 1 6 1 0 0 1 3 1 1 3 1 2 1 1 1 1 1 3 0 1 2 0 1 2 0 0 
17, 7, yahproosn, , poos yon apron yap yarn poon hos ars yar pro yapon ahs yahoo yaps yah apo poo pros apos hon yahoos , False False False False False False False False False False False False False False False False False False False False False , 1 6 3 1 5 2 3 4 2 0 4 4 2 4 0 2 1 1 3 4 2 , 3 1 3 2 2 2 1 1 2 3 2 2 3 2 3 1 2 3 1 1 3 , 3 0 1 0 0 3 2 1 0 3 0 1 0 0 0 1 3 3 1 2 0 
17, 8, apehsilage, , hie aha hag pelage lag hila apse peage ala psi apes age sage ale pia slag pig pes plage alae sae ape peg phage pile page hae peag pele phi ahi pea ail pehs ahs sag pee silage peh pie , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 3 3 0 1 6 4 5 2 1 7 2 7 4 1 5 1 4 6 3 0 5 4 5 5 4 4 5 2 3 4 4 0 2 2 6 0 0 6 , 1 1 2 4 3 3 2 3 2 2 3 2 3 1 1 3 1 2 4 2 1 3 2 3 2 3 1 2 2 1 1 2 2 4 2 2 2 6 3 1 , 3 0 3 1 6 3 0 1 0 1 0 0 4 0 1 4 1 1 1 0 4 0 1 1 1 1 3 1 1 1 0 1 0 1 0 4 1 4 1 1 
17, 9, rgufoutlls, , fou rout full gos rotls rot gull routs got fulls guls rut rufous fouls gulls foul ruts rotl outs gul uts out rots guts gut gouts roll gout rolls , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 3 2 6 5 4 4 5 3 2 5 4 4 2 4 1 6 4 2 4 5 0 6 5 3 4 5 2 5 , 3 3 2 1 2 1 2 3 1 3 2 1 4 3 3 3 1 2 3 2 1 3 1 2 2 3 2 3 3 , 3 0 3 1 0 0 1 0 1 3 1 0 0 3 1 3 0 0 4 1 2 4 0 1 1 1 0 1 0 
18, 0, debutoyers, , tyes toys duo but debs toes tyers bye toyers boy buys deb dors tye ers debts deys tyer yes dyes bus oyers oyer dos debye dee doers duos does byes toe deers bos eyes dey dye utes duty buy toy eye tors ors oyes dyer bes bur buoys doe dues due deer bys bute buts dyers dees ute butes eyer debt debyes buyers boys deters debtor tor debuts uts burs eyers doer dor deter buoy debtors debut oes buyer toyer , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 2 3 0 6 2 1 3 0 2 4 0 6 1 6 5 6 1 1 6 5 0 0 7 3 5 5 6 6 4 1 5 5 5 4 5 3 3 2 0 4 2 2 1 5 5 4 3 5 6 5 5 5 2 4 5 6 2 3 4 1 4 2 4 4 3 2 4 4 4 4 5 6 4 1 3 0 2 2 0 , 2 3 1 3 3 2 4 2 6 2 2 3 2 2 2 3 2 3 2 2 2 5 4 1 3 2 3 1 1 2 2 3 1 2 2 2 2 2 2 3 2 2 2 3 3 1 2 2 1 1 1 2 1 3 3 4 2 2 3 3 3 3 4 2 3 3 2 5 2 2 4 2 1 2 2 3 5 1 3 5 , 4 4 0 2 0 4 4 2 4 2 2 0 0 4 1 0 0 4 6 0 2 5 5 0 0 0 0 0 0 2 4 0 2 1 0 0 3 0 2 4 1 4 5 5 0 2 2 2 0 0 0 0 2 2 2 0 0 3 2 1 0 0 2 2 0 0 4 0 3 2 1 0 0 0 2 0 0 5 2 4 
18, 1, veaslcerdo, , aced vase sled vale veld veal ale aero ease ace vas eld cero veer vac velcro ado var led ear eased ser vee vealed vealer , False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 2 3 5 1 2 4 2 2 1 5 1 4 3 4 5 5 2 4 3 2 4 3 2 , 2 2 2 1 2 3 1 2 3 2 2 1 3 2 1 2 2 1 1 2 3 2 2 3 3 , 2 0 3 0 0 0 2 2 1 2 0 1 5 0 0 0 2 0 4 1 1 3 0 0 0 
18, 2, daottuoras, r, our duo dour aas datura datos toras ars att dors dato tora dos duos duras data tors ors dattos dot dura daturas ours doura ora tas tor datto otto ras douras dor ottos dots auras aura doors door , True False True False True False True True False True False True False False True False True True False False True True True True True False True False False True True True False False True True True True , 3 4 4 6 3 5 2 6 1 6 3 2 7 6 5 5 3 5 4 1 5 3 4 4 4 4 2 2 1 0 4 5 3 6 4 4 5 4 , 1 2 1 2 2 2 4 1 2 1 2 3 1 2 3 2 2 1 2 2 2 3 1 2 2 2 2 2 3 3 3 1 3 2 3 2 2 2 , 2 0 0 1 0 0 3 1 1 0 0 3 0 0 0 0 3 2 0 0 0 0 2 0 2 3 3 0 2 7 0 0 2 0 1 1 0 0 
18, 3, egghisders, g, hie eds gies ghis ids eider ess eggs gid ghi hides egises egg ers gie eses hider hiders hiss hers eggers sers egers ides hes egis egger hid her hide eger eide his eiders ser gids hies , False False True True False False False True True True False True True False True False False False False False True False True False False True True False False False True False False False False True False , 2 7 5 1 3 4 7 2 3 1 2 4 0 7 4 6 1 1 3 3 4 1 5 2 4 2 4 1 3 1 5 4 0 4 1 5 3 , 2 1 1 3 1 3 1 3 1 2 2 2 3 2 1 1 3 4 3 3 3 3 3 2 1 2 3 2 2 2 2 2 3 4 2 1 2 , 3 0 1 1 4 0 0 0 1 1 3 0 0 0 1 0 3 3 3 3 0 5 0 4 3 0 0 3 3 3 0 0 3 0 5 1 3 
18, 4, cgllagenos, , las glen ags lag gaes glens cans cage gage gos age clan can gages gas glans lens gens clag gag gaen ens gen gae gan gags cos nos leno lenos llano ago clans lags cages ages les llanos clags , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 3 3 1 5 4 6 3 2 6 0 4 5 4 6 4 4 5 2 2 3 1 4 3 4 5 7 0 3 3 2 2 5 4 5 2 5 2 5 , 1 2 2 2 1 2 1 3 3 2 3 1 1 3 1 2 2 2 2 2 2 2 2 1 1 2 2 3 3 4 3 2 1 2 3 3 1 3 2 , 2 1 4 2 1 1 0 0 1 1 4 0 0 1 1 1 2 1 0 1 1 6 1 1 1 1 0 7 2 2 2 4 0 2 0 4 2 2 0 
18, 5, todeimpish, , tipis tops ems tip tempi toes impi tod tods temps topis impish dis ode ods odes dips dish temp imps dip dims dim toe tipi mis topi toph oms top tis pish toms pis ops tom impis imp tips tosh oes , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 3 4 3 5 0 0 5 4 4 0 4 0 5 4 3 4 3 1 2 3 1 1 4 1 4 6 5 4 6 0 5 0 5 3 0 0 5 6 5 , 3 2 1 1 3 2 4 3 3 2 3 6 1 3 2 3 1 2 2 3 1 2 2 2 2 2 2 2 1 2 1 4 2 3 1 2 5 3 1 2 1 , 0 0 3 0 0 0 4 0 0 0 0 4 2 1 1 1 2 2 0 4 2 2 2 0 0 5 0 0 1 0 0 6 0 6 1 0 4 4 0 0 1 
18, 6, vesitabted, , abed vitae stab vat sited vie vetted vet sabed estate tat stat vid tad tate estated tab eta sae vested via vied vita tae stated vibe eat sat sab vesta site vest ted ate state sate sit sib bed sated vee sad sabe , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 4 1 5 3 6 4 2 3 2 1 2 7 3 1 2 0 2 4 4 3 6 2 2 2 5 4 3 2 1 3 1 3 1 2 3 0 2 1 3 6 5 3 , 2 3 3 1 3 1 3 2 2 2 2 2 1 2 2 3 3 2 1 3 1 2 3 2 3 1 1 1 2 3 3 3 2 2 2 2 3 2 2 3 2 1 2 , 5 0 2 0 2 0 0 0 2 1 4 2 0 4 4 1 4 1 2 0 0 0 0 4 2 0 1 2 2 0 2 0 4 5 2 2 2 2 6 2 0 2 2 
18, 7, exqeuniret, , nit ire unit exert quirt net ere quiet quit exeunt exit quire ret , False False False False False False False False False False False False False , 2 0 2 5 3 2 6 3 4 4 6 2 0 , 2 3 3 2 2 2 2 2 1 3 2 3 3 , 5 6 4 0 2 5 0 2 2 0 0 2 7 
18, 8, bowethearn, , tern beth ern then than tear wean tea bet both hern boa beta bean owe bow wan the ben hear earn tan bear other eta barn wet hen ten when bota ween ether bower her tarn war wha wear bar beer own bee boar ear oar bother ban bohea bot warn tar been wether wen weer born wee eth , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 2 4 2 2 1 4 1 2 2 1 5 4 6 0 0 5 0 7 0 3 3 5 3 2 6 0 2 3 4 4 4 1 4 1 2 4 3 3 6 5 6 4 5 3 5 3 7 3 2 4 2 6 1 5 3 6 2 0 , 2 3 2 3 2 3 2 2 2 2 2 2 2 1 3 3 1 3 1 4 3 1 2 3 2 3 3 2 1 2 2 2 4 4 2 3 2 1 2 2 1 2 1 2 2 2 3 1 3 2 3 2 1 5 2 2 2 2 3 , 4 0 3 4 4 4 2 4 0 0 5 0 0 0 1 0 2 4 0 5 3 4 0 1 3 0 2 5 4 2 0 2 3 0 5 4 2 2 2 0 0 1 0 0 3 1 0 0 0 0 2 4 0 2 2 2 0 2 3 
18, 9, vwiggipely, p, wiggy ply vig gip wig vigil vie gey wipe wily gel igg gie wiggly , False True False True False False False False True False False False False False , 4 1 1 1 0 4 5 4 3 5 3 0 2 3 , 4 2 2 2 3 2 1 1 2 2 2 3 1 4 , 1 6 0 3 1 0 0 3 1 1 3 2 3 1 
19, 0, rdeovlvced, , reed deled eve dove doc doled rec deed revved delve old dol eld dee rove roe ole ree dele doe rev rod role roc delved led dole red dev roved dolce del , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 4 4 4 4 4 5 5 4 3 4 2 5 5 5 6 3 6 4 5 2 7 5 5 3 2 4 7 1 5 3 2 , 2 2 1 2 1 2 1 2 2 2 1 1 1 2 2 1 1 1 2 1 1 1 1 1 2 2 1 1 2 2 2 2 , 0 1 2 1 1 1 0 1 0 1 3 1 2 1 0 0 3 0 1 1 0 0 0 0 1 5 1 0 1 0 1 1 
19, 1, tpuisnceur, p, tune pus pun pic ice tin puisne pier pine tui piu tic puce tier pur user pice per pin tine tuis incur tun tis cur pincer pis tuner tie ser pie use , False True True True False False True True True False True False True False True False True True True False False False False False False True True False False False True False , 4 1 2 3 2 3 1 5 3 1 5 4 3 6 6 4 3 6 2 4 1 2 3 2 1 3 1 5 5 3 4 3 , 1 2 2 1 2 1 5 1 1 2 1 1 2 1 2 1 2 1 1 1 3 2 1 2 2 3 2 1 1 1 1 1 , 0 1 1 1 3 0 1 1 1 0 1 0 1 0 1 2 1 1 1 0 0 3 0 0 6 1 1 0 0 4 1 2 
19, 2, eumrirnoes, , mine ern ems emir uns urns res ere emirs ers eme errs ire urines roe noes ens urn mire mis mirs mires rins euro err erns urine rin nos eros erne euros roes ins ires mos emes mines mir oes ernes , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 4 7 2 6 5 4 6 5 7 6 6 2 3 3 0 7 3 3 5 4 3 3 4 3 6 3 1 1 6 5 5 3 3 2 5 6 3 1 0 5 , 1 1 1 2 1 1 2 1 2 1 1 1 2 2 2 4 1 1 2 1 2 2 2 2 1 1 2 2 2 1 1 2 3 1 2 1 2 2 2 3 2 , 2 0 0 0 1 1 3 0 0 0 0 0 4 1 3 6 0 1 2 2 2 2 3 0 0 0 1 3 6 0 0 0 3 4 4 2 0 2 2 7 0 
19, 3, leoxwuemie, u, louie lum owe lox lwei ewe lee leu lie lei eme wee low lowe lex lexeme , True True False False False False False True False False False False False False False False , 5 5 2 1 5 3 4 3 7 6 6 3 2 3 1 4 , 2 1 1 2 1 1 2 2 2 2 1 1 1 1 2 2 , 0 0 2 0 0 1 0 0 0 0 1 4 0 0 0 0 
19, 4, stpuanpkys, , pans spunks stunk uns pus any punky ups sky pun says sups spans pays spay spunk spa stays tans tank spun spanks stanks ays spays spunky sunk stuns pups stun tup puny tan sans suk spy tanks spank tuns sap pay pan pap sty stank saps taps tun tups sun puns sank pas tas sup paps say pup punks suks suns stay tap span punk spas , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 4 3 4 5 2 2 4 6 1 6 6 5 4 5 3 2 5 5 3 2 4 4 3 5 3 4 5 4 2 3 3 2 6 5 6 4 3 5 4 4 1 2 6 3 6 5 2 5 3 4 4 5 6 4 4 6 2 3 6 6 5 3 2 2 6 , 2 2 2 1 2 2 2 1 2 2 2 1 2 2 1 2 1 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 1 2 2 1 1 1 2 1 2 2 1 1 1 1 1 2 2 1 1 1 1 1 2 2 1 1 2 1 2 2 1 , 2 0 0 3 2 4 2 3 0 2 0 0 0 2 0 0 0 0 1 1 0 0 0 4 0 0 0 0 2 0 1 2 1 0 0 0 1 0 1 0 2 2 2 0 0 0 1 1 1 0 2 0 2 1 0 2 0 2 2 0 0 0 1 0 2 0 
19, 5, aicvedrtal, , aal air era aced aver veal ice aceta aiver ace airt ait act eta ave dal artal vera aid avert vert iced ail ava acta acetal cel vet art , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 7 4 2 2 3 3 1 4 2 2 4 5 5 2 2 2 5 2 3 3 1 1 7 6 5 4 5 2 5 , 2 2 1 2 2 2 2 2 2 1 2 2 1 2 2 2 4 2 2 2 2 2 2 1 2 3 1 2 2 , 0 0 4 0 0 3 1 0 0 0 0 0 0 4 0 5 0 3 0 0 3 1 0 0 0 0 2 3 0 
19, 6, meoaurtns, m, mats our ern mars moa uns mon ons ars morn moats urns mean meat ers mut muns moan mons eons met eau moas orts meou arts oats mots earn morts eon maun mas ens urn eats mans mot ors means mart morns meats erns oat ours mus man mort mor ort maut eat mat mar outs mors mauts oar ear mos marts uts ears mun oars out men mourns moat muts meous mourn moans earns art , True False False True True False True False False True True False True True False True True True True False True False True False True False False True False True False True True False False False True True False True True True True False False False True True True True False True False True True False True True False False True True False False True False False True True True True True True True False False , 5 1 4 5 1 2 5 4 3 4 4 1 4 3 5 4 5 4 5 4 4 1 5 3 1 2 3 5 3 4 4 4 6 5 1 4 5 4 4 4 3 4 4 4 2 3 6 5 3 3 2 3 3 4 3 3 5 4 1 2 6 4 2 4 5 3 2 5 3 3 5 4 3 4 3 1 , 1 2 1 1 2 2 1 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 2 2 3 2 2 1 1 2 2 2 1 2 2 1 2 1 1 2 2 2 2 2 2 2 1 1 2 1 2 2 1 1 1 1 1 2 2 1 1 2 1 1 1 2 1 2 2 2 1 3 2 2 2 2 , 0 2 1 0 0 4 0 2 3 0 0 4 0 0 1 0 0 0 0 1 0 1 0 2 0 3 2 0 1 0 1 0 0 1 4 1 0 0 2 0 0 0 0 1 2 2 0 0 0 0 2 0 1 0 0 2 0 0 2 1 0 0 4 1 0 2 2 0 0 0 0 0 0 0 1 3 
19, 7, bgaiyrbkus, , air ark airs abs ars gibs gars babu barks bibs barb gib garbs ays gas bus gay bis bars arks bay gyrus airbus birk bas bys arb bib bar gays irks gar gab bark gabs ais garb irk birks arbs bays barbs babus , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 3 4 5 5 5 5 5 5 6 3 3 4 5 6 7 1 7 6 4 2 4 2 4 7 7 2 4 3 5 3 2 3 4 5 5 2 2 5 4 6 5 5 , 2 1 2 1 1 1 2 1 1 1 2 1 2 1 2 2 2 1 1 1 1 2 2 1 1 1 2 1 1 2 1 2 2 1 2 2 2 1 1 2 1 2 2 , 2 2 2 2 2 1 1 0 0 0 0 1 1 2 1 0 1 0 0 2 0 1 2 0 0 0 2 0 0 1 3 1 1 0 1 2 1 3 0 2 0 0 0 
19, 8, scnuagtsro, , cut ags scuts scags nus scag sags scut nags cuatro sago nuts car scats nag snag snug ago sat cur cat cats scar cuts uts snugs sag scat nut snags , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 1 3 3 3 2 4 3 2 3 6 2 5 3 1 2 2 3 4 5 3 3 5 3 2 3 3 3 2 3 , 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 , 1 4 0 0 2 0 0 0 2 1 0 2 1 0 2 0 0 4 0 1 1 1 0 1 3 0 0 0 2 0 
19, 9, emhiumdmer, , hie eider emir mud hum mumm eme hider mum him hummer emu mummer hue mime hid her mid hide umm eide mir mim hmm mimer emmer , False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 6 3 1 3 6 3 2 1 2 2 3 4 4 2 5 3 3 1 5 6 2 3 4 5 , 2 2 2 1 2 2 2 2 2 2 3 2 3 1 1 2 2 1 2 2 1 1 1 1 2 2 , 2 0 0 1 2 1 0 2 1 2 2 0 1 2 1 2 2 1 2 4 0 1 1 2 1 0 
20, 0, rubyhubarb, , rhubarb rya bur urb yar burb hub bub arb barb rub bar ruby , False False False False False False False False False False False False False , 3 5 4 6 3 4 0 2 0 4 0 4 0 , 6 1 1 2 2 2 3 2 3 3 3 2 4 , 0 0 2 1 3 2 4 2 7 2 0 2 0 
20, 1, prodeviso, , rode res poo piso dis ode ods proso pod odes pes roe poi pros prods rods reis revs pods pro rev proviso rod vis roes pis dev devs peso prod rodes rodeo oes rei pois , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 4 6 5 2 0 3 4 1 2 5 1 4 4 3 3 3 3 4 0 2 2 0 0 3 5 0 1 5 0 2 3 3 3 4 , 4 1 1 3 2 3 2 3 2 3 1 2 1 3 4 3 2 2 2 3 2 4 3 3 2 2 3 3 2 4 4 4 1 1 2 , 1 1 0 0 3 2 2 0 0 2 0 1 0 0 0 1 1 1 0 0 1 0 1 5 1 0 3 3 0 0 1 1 2 1 0 
20, 2, guysrander, u, under grad guar guys and gude saner ran guan grand gane sade grader user urn rad unde ane sae gae gun gan sander grade gran gad rand gar guy sand sane grander yar gander ser gyre urd sad use , True False True True False True False False True False False False False True True False True False False False True False False False False False False False True False False False False False False False True False True , 4 4 6 0 0 5 2 0 3 3 5 2 4 5 3 1 4 1 3 6 4 4 1 4 3 5 0 7 0 1 2 3 5 4 4 5 4 2 5 , 4 2 2 4 3 2 2 3 2 4 2 2 3 2 1 2 3 2 1 1 2 2 5 2 3 1 4 1 3 3 2 6 1 5 2 1 1 1 1 , 1 0 0 0 5 0 3 4 0 0 0 3 0 1 1 4 1 5 3 0 0 0 3 0 0 0 4 0 0 3 3 0 2 0 3 0 1 3 1 
20, 3, dampyloric, , moc arc pic doc apo pylori pyric orc poi mic pyloric dam dap dal amyl pyic mor myc amp ami dor daric day damp amylic , False False False False False False False False False False False False False False False False False False False False False False False False False , 5 6 4 7 3 0 2 1 3 5 0 0 1 3 1 3 3 5 0 5 5 5 2 0 3 , 1 1 2 1 1 6 3 2 1 2 7 3 2 2 2 2 2 1 3 2 2 3 2 4 2 , 2 1 3 0 1 3 3 6 3 2 3 0 0 0 1 3 2 2 1 1 0 0 0 0 1 
20, 4, narelyrate, , era rya lyrate areae narrate rely area rat relate eyre ere eyra ala aye ale rye are aerate nay lyre elate alae lat neat ree eye rete nae rate arete nala net eat ret ate nary late alate alt nee lye art , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 3 0 4 3 0 3 4 2 3 4 1 4 6 6 5 0 3 3 2 2 5 2 5 5 4 4 1 4 4 4 6 3 4 6 2 2 4 5 7 3 5 , 2 1 6 3 4 4 3 2 3 2 1 3 1 1 1 1 3 4 2 3 3 1 2 2 2 1 2 2 3 3 2 1 2 2 2 3 3 3 1 1 2 2 , 3 2 4 1 0 2 1 2 2 3 3 3 1 1 1 2 1 1 0 4 3 1 4 0 2 3 2 0 2 1 0 0 3 2 1 0 4 1 1 0 4 1 
20, 5, earnudibly, , ern any earl and rub ably eau aril early end audibly earn anil ruby ruly ani aby arb nub nil nib dib ear ail rib , False False False False False False False False False False False False False False False False False False False False False False False False False , 1 6 5 2 3 5 2 4 5 3 2 0 4 4 4 3 6 4 2 3 2 0 0 5 3 , 2 1 3 1 1 3 2 2 3 1 6 4 1 1 2 1 1 2 2 1 2 3 3 1 2 , 0 1 0 1 2 1 0 1 0 0 1 0 1 2 2 1 1 1 3 3 3 5 0 1 2 
